Country,Emissions,Reason,Production source
Azerbaijan,0,Fugitive,Unconventional gas
Other,141.8799982,Vented,Downstream gas
Australia,55.22999954,Fugitive,Unconventional gas
China,43.88999939,Incomplete-flare,Onshore conventional oil
Kazakhstan,44.82000017,Fugitive,Downstream gas
Gabon,0.629999986,Vented,Offshore gas
Denmark,0,Vented,Onshore conventional oil
Vietnam,0,Vented,Unconventional oil
Kazakhstan,0,Incomplete-flare,Unconventional gas
United Kingdom,0,Incomplete-flare,Unconventional oil
Norway,0.16,Vented,Downstream gas
Ivory Coast,7.190000147,Vented,Offshore gas
Gabon,23.31999969,Incomplete-flare,Offshore oil
Kuwait,45.78999949,Fugitive,Onshore conventional oil
Brunei,0,Fugitive,Unconventional gas
Iraq,48.82999897,Fugitive,Onshore conventional gas
Romania,0,Fugitive,Satellite-detected large emitters
Argentina,4.999999925,Vented,Offshore oil
Gabon,0,Vented,Unconventional oil
Norway,0,Vented,Onshore conventional gas
United States,0,Fugitive,Satellite-detected large emitters
Bolivia,0,Vented,Offshore oil
Nigeria,53.59999873,Vented,Offshore gas
Other,44.09000064,Vented,Onshore conventional gas
Mexico,36.04000069,Vented,Offshore gas
India,6.019999802,Fugitive,Offshore oil
Algeria,65.77000046,Fugitive,Onshore conventional oil
Egypt,11.5699998,Vented,Unconventional gas
Tunisia,0,Vented,Unconventional oil
Sudan,0,Incomplete-flare,Unconventional gas
Japan,5.850000087,Vented,Onshore conventional gas
Canada,6.789999962,Incomplete-flare,Onshore conventional oil
Pakistan,115.0699979,Vented,Onshore conventional gas
Turkmenistan,11.85000038,Incomplete-flare,Onshore conventional oil
Cameroon,0,Vented,Unconventional oil
South Sudan,0,Incomplete-flare,Offshore oil
Gabon,54.7200007,Vented,Onshore conventional oil
Germany,0,Incomplete-flare,Offshore gas
Australia,0,Incomplete-flare,Offshore gas
Iraq,0,Incomplete-flare,Unconventional gas
Bolivia,0,Vented,Unconventional oil
Kazakhstan,63.48000002,Fugitive,Onshore conventional gas
Uzbekistan,0,Incomplete-flare,Onshore conventional gas
India,0,Fugitive,Satellite-detected large emitters
Brazil,0,Vented,Unconventional gas
Qatar,15.43999958,Incomplete-flare,Onshore conventional oil
Gabon,0.690000005,Fugitive,Onshore conventional gas
Ivory Coast,0,Vented,Unconventional gas
South Sudan,0,Vented,Offshore gas
Malaysia,1.209999979,Vented,Downstream oil
Angola,0,Fugitive,Offshore gas
Iran,0,Fugitive,Satellite-detected large emitters
Azerbaijan,0.719999999,Fugitive,Onshore conventional gas
Angola,0,Fugitive,Unconventional oil
Egypt,83.56000116,Vented,Onshore conventional gas
Argentina,35.67000103,Fugitive,Onshore conventional gas
Chad,0,Vented,Unconventional gas
Ecuador,0.699999973,Vented,Downstream oil
Nigeria,79.12000084,Fugitive,Onshore conventional gas
Russia,0,Vented,Unconventional oil
OEU17,5.290000094,Vented,Onshore conventional oil
Mozambique,0,Fugitive,Satellite-detected large emitters
Japan,0,Vented,Unconventional gas
Turkmenistan,910.6800079,Fugitive,Satellite-detected large emitters
Venezuela,28.04999924,Incomplete-flare,Offshore oil
Uzbekistan,0,Vented,Offshore gas
Malaysia,0,Vented,Onshore conventional gas
New Zealand,0,Vented,Unconventional gas
France,0.190000003,Fugitive,Onshore conventional oil
Yemen,1.459999993,Fugitive,Downstream gas
Kuwait,0,Vented,Unconventional oil
Sudan,0,Vented,Downstream gas
Cuba,3.839999914,Fugitive,Downstream gas
Iraq,0,Vented,Offshore gas
Algeria,0,Incomplete-flare,Unconventional oil
Venezuela,0,Fugitive,Unconventional gas
Colombia,0,Incomplete-flare,Unconventional gas
Bahrain,0,Vented,Offshore oil
Other,0,Incomplete-flare,Unconventional gas
Pakistan,1.420000032,Fugitive,Unconventional gas
Pakistan,0,Fugitive,Offshore oil
Mozambique,0,Fugitive,Offshore oil
Tunisia,0.039999999,Fugitive,Downstream oil
Angola,0,Vented,Unconventional oil
Oman,27.88000005,Vented,Downstream gas
Germany,0.059999999,Vented,Offshore gas
Australia,0,Vented,Unconventional oil
Mozambique,0.139999999,Vented,Downstream oil
Angola,28.67999983,Fugitive,Offshore oil
Angola,0,Fugitive,Satellite-detected large emitters
Iran,209.3699951,Incomplete-flare,Onshore conventional oil
Poland,0.220000001,Fugitive,Onshore conventional oil
Yemen,0,Incomplete-flare,Unconventional gas
Romania,0.799999997,Fugitive,Offshore gas
Bangladesh,0,Vented,Offshore oil
Venezuela,816.7199955,Vented,Onshore conventional oil
Brunei,0,Incomplete-flare,Unconventional gas
Brunei,12.76999998,Vented,Offshore oil
Iran,33.48000002,Fugitive,Offshore oil
Mexico,103.5299991,Vented,Onshore conventional oil
Israel,0,Fugitive,Unconventional gas
Saudi Arabia,105.749999,Fugitive,Downstream gas
OASEAN9,0.25999999,Incomplete-flare,Onshore conventional oil
ROETE,0,Fugitive,Offshore gas
Venezuela,0,Fugitive,Satellite-detected large emitters
OASEAN9,21.58999968,Fugitive,Offshore gas
United Arab Emirates,0,Vented,Unconventional gas
OASEAN9,0.119999997,Fugitive,Offshore oil
United States,90.89999866,Fugitive,Onshore conventional oil
Other,0,Fugitive,Satellite-detected large emitters
OEU7,0,Fugitive,Satellite-detected large emitters
Israel,0,Incomplete-flare,Onshore conventional gas
Philippines,5.719999904,Vented,Downstream gas
Netherlands,0.409999993,Vented,Offshore gas
China,663.1499932,Vented,Onshore conventional oil
Poland,15.24999999,Vented,Downstream gas
Japan,4.879999876,Vented,Downstream oil
Qatar,49.59000115,Vented,Onshore conventional oil
Cameroon,36.54999924,Incomplete-flare,Offshore oil
Bolivia,0,Incomplete-flare,Onshore conventional gas
Brazil,5.570000052,Vented,Downstream oil
Trinidad,0.09,Vented,Downstream oil
Kuwait,4.250000045,Vented,Offshore oil
Chad,0,Incomplete-flare,Onshore conventional gas
Netherlands,0.129999999,Vented,Offshore oil
New Zealand,3.489999952,Vented,Onshore conventional gas
Netherlands,2.320000052,Fugitive,Downstream gas
Bangladesh,0,Vented,Offshore gas
India,0,Fugitive,Unconventional oil
United States,12.19999981,Incomplete-flare,Offshore oil
Malaysia,39.13999961,Vented,Downstream gas
OEU7,0,Incomplete-flare,Offshore oil
Bangladesh,0,Incomplete-flare,Offshore oil
United States,35.13999964,Vented,Offshore gas
OASEAN9,0.730000004,Fugitive,Downstream oil
Mozambique,0,Fugitive,Offshore gas
Cameroon,0,Incomplete-flare,Onshore conventional oil
Bahrain,0,Vented,Offshore gas
Brazil,0,Incomplete-flare,Offshore gas
Congo,2.290000005,Vented,Downstream gas
Congo,3.609999895,Incomplete-flare,Onshore conventional oil
Iran,0,Fugitive,Unconventional oil
Bahrain,0,Incomplete-flare,Unconventional gas
Brazil,39.62000035,Vented,Downstream gas
Algeria,0,Incomplete-flare,Offshore oil
Ivory Coast,3.289999979,Vented,Downstream gas
ROETE,0,Fugitive,Satellite-detected large emitters
Oman,0,Fugitive,Unconventional oil
India,25.34000015,Fugitive,Offshore gas
China,59.86000061,Fugitive,Onshore conventional oil
Sudan,0,Incomplete-flare,Onshore conventional gas
Turkmenistan,0,Fugitive,Unconventional oil
Indonesia,3.629999951,Vented,Downstream oil
Qatar,0,Fugitive,Onshore conventional gas
ROETE,0,Fugitive,Offshore oil
Vietnam,23.68999958,Fugitive,Downstream gas
Israel,5.529999852,Fugitive,Offshore gas
Denmark,0,Incomplete-flare,Unconventional gas
Peru,0.350000011,Vented,Downstream oil
Philippines,2.140000105,Incomplete-flare,Offshore oil
Germany,3.219999952,Vented,Unconventional gas
Azerbaijan,1.609999975,Vented,Onshore conventional gas
OASEAN9,1.240000011,Vented,Onshore conventional oil
Netherlands,0,Vented,Unconventional oil
Mozambique,0,Fugitive,Unconventional oil
Bolivia,0.049999999,Fugitive,Downstream oil
United Arab Emirates,30.72000004,Vented,Offshore gas
OASEAN9,0,Fugitive,Unconventional gas
Trinidad,0,Vented,Unconventional gas
Venezuela,5.849999964,Fugitive,Offshore oil
United States,154.9599996,Vented,Offshore oil
Israel,0.059999999,Fugitive,Downstream oil
Turkmenistan,102.6000007,Vented,Onshore conventional oil
United States,3536.480031,Vented,Unconventional gas
Ivory Coast,0,Vented,Onshore conventional gas
OEU7,0,Incomplete-flare,Unconventional oil
Russia,263.9500008,Fugitive,Onshore conventional oil
Tunisia,17.15999961,Fugitive,Downstream gas
Egypt,125.6800014,Vented,Downstream gas
Brazil,0,Incomplete-flare,Unconventional gas
Netherlands,0,Incomplete-flare,Offshore gas
Bolivia,0,Fugitive,Offshore gas
France,0,Fugitive,Satellite-detected large emitters
Iraq,0,Incomplete-flare,Onshore conventional gas
India,17.05999947,Incomplete-flare,Onshore conventional oil
United Arab Emirates,1.180000007,Vented,Downstream oil
OEU17,119.3399992,Fugitive,Downstream gas
Bolivia,0,Vented,Offshore gas
Bangladesh,0,Vented,Unconventional oil
Venezuela,0,Incomplete-flare,Unconventional gas
Algeria,0,Incomplete-flare,Offshore gas
New Zealand,0.18,Vented,Downstream oil
Germany,2.819999874,Vented,Downstream oil
Chad,0,Vented,Offshore oil
United States,182.1399994,Incomplete-flare,Unconventional oil
Uzbekistan,0.039999999,Fugitive,Downstream oil
Egypt,48.09999847,Incomplete-flare,Onshore conventional oil
OEU17,2.310000062,Fugitive,Onshore conventional gas
Kuwait,0,Fugitive,Unconventional gas
Pakistan,3.140000045,Fugitive,Onshore conventional oil
Iran,0,Incomplete-flare,Unconventional oil
Denmark,1.610000014,Vented,Offshore gas
Mozambique,0,Vented,Unconventional gas
Uzbekistan,0,Incomplete-flare,Unconventional gas
ROETE,0,Incomplete-flare,Onshore conventional gas
Venezuela,64.80999781,Vented,Offshore oil
Kazakhstan,24.18000031,Incomplete-flare,Onshore conventional oil
Congo,0,Fugitive,Unconventional oil
Cuba,2.12000001,Vented,Downstream gas
Indonesia,0.169999998,Vented,Unconventional gas
Bahrain,0,Vented,Unconventional oil
Syria,0,Incomplete-flare,Offshore gas
Philippines,0,Fugitive,Satellite-detected large emitters
Norway,0,Fugitive,Onshore conventional gas
Yemen,0,Fugitive,Unconventional oil
New Zealand,0,Fugitive,Unconventional oil
Bangladesh,0,Fugitive,Offshore oil
Indonesia,0,Fugitive,Unconventional oil
Brunei,5.090000153,Fugitive,Downstream gas
Canada,2.930000037,Vented,Downstream oil
Turkmenistan,7.250000119,Fugitive,Offshore oil
Yemen,0,Vented,Offshore oil
United Arab Emirates,0,Fugitive,Unconventional oil
Bahrain,0,Fugitive,Satellite-detected large emitters
United Arab Emirates,115.419999,Vented,Onshore conventional gas
Gabon,1.130000018,Vented,Downstream gas
OEU7,0,Fugitive,Offshore oil
Japan,0,Incomplete-flare,Onshore conventional oil
Italy,0,Fugitive,Unconventional oil
ROETE,0.239999995,Incomplete-flare,Onshore conventional oil
Romania,0,Fugitive,Unconventional gas
India,56.89999964,Vented,Offshore gas
Vietnam,0,Fugitive,Unconventional oil
Russia,0,Incomplete-flare,Unconventional oil
Thailand,0,Fugitive,Unconventional gas
OEU7,0,Vented,Unconventional oil
Peru,0,Fugitive,Unconventional oil
Bolivia,18.43000031,Fugitive,Downstream gas
Brazil,0,Incomplete-flare,Onshore conventional gas
Poland,27.59999943,Fugitive,Downstream gas
India,0,Incomplete-flare,Onshore conventional gas
Bangladesh,0,Fugitive,Satellite-detected large emitters
Syria,0,Fugitive,Offshore oil
Qatar,4.47999984,Fugitive,Onshore conventional oil
South Sudan,34.66999912,Fugitive,Onshore conventional oil
Egypt,227.5200005,Fugitive,Downstream gas
Iran,370.7899943,Vented,Offshore oil
Indonesia,0,Incomplete-flare,Offshore gas
United Kingdom,0.159999996,Vented,Onshore conventional gas
Equatorial Guinea,2.329999924,Incomplete-flare,Onshore conventional oil
Other,19.66000009,Fugitive,Onshore conventional gas
Brunei,0.02,Vented,Downstream oil
Ivory Coast,0,Incomplete-flare,Offshore gas
Tunisia,0.240000002,Vented,Downstream oil
Bolivia,44.19999886,Fugitive,Onshore conventional gas
Israel,0,Fugitive,Onshore conventional gas
Angola,0,Incomplete-flare,Offshore gas
OEU7,0.25999999,Incomplete-flare,Onshore conventional oil
South Sudan,0.430000016,Vented,Downstream oil
Ecuador,0,Fugitive,Unconventional oil
Ukraine,0,Fugitive,Satellite-detected large emitters
Oman,0.059999999,Fugitive,Downstream oil
Norway,0.01,Fugitive,Downstream oil
Ukraine,0.15,Vented,Offshore oil
United Kingdom,20.26999998,Fugitive,Downstream gas
Equatorial Guinea,0,Vented,Unconventional oil
Denmark,0,Vented,Unconventional gas
China,0,Incomplete-flare,Unconventional gas
Other,2.890000015,Fugitive,Downstream oil
Cameroon,3.259999931,Fugitive,Offshore gas
Brazil,0,Fugitive,Unconventional oil
Germany,14.20000027,Vented,Onshore conventional gas
Tunisia,0,Fugitive,Unconventional oil
Equatorial Guinea,0,Incomplete-flare,Unconventional oil
Libya,92.72999954,Fugitive,Onshore conventional oil
Vietnam,1.219999969,Vented,Downstream oil
Colombia,0,Fugitive,Unconventional gas
Venezuela,0,Incomplete-flare,Onshore conventional gas
Iran,0,Incomplete-flare,Unconventional gas
Germany,0,Incomplete-flare,Unconventional gas
Israel,10.4200002,Fugitive,Downstream gas
Congo,0.01,Fugitive,Downstream oil
Norway,7.450000048,Vented,Offshore gas
Iraq,0,Incomplete-flare,Unconventional oil
Libya,5.399999917,Fugitive,Offshore oil
Tunisia,0,Incomplete-flare,Unconventional gas
Nigeria,27.76999998,Fugitive,Offshore oil
South Sudan,0,Incomplete-flare,Offshore gas
Oman,25.99999952,Fugitive,Unconventional gas
Bangladesh,0,Vented,Unconventional gas
Saudi Arabia,4.03000012,Vented,Downstream oil
United Arab Emirates,10.32999992,Incomplete-flare,Offshore oil
Philippines,0,Incomplete-flare,Unconventional gas
Brazil,21.0599997,Fugitive,Offshore gas
Cameroon,0,Fugitive,Unconventional oil
Indonesia,47.38999844,Fugitive,Offshore gas
Mexico,0,Fugitive,Satellite-detected large emitters
Cameroon,0,Vented,Onshore conventional oil
India,9.809999824,Fugitive,Onshore conventional gas
France,0,Incomplete-flare,Offshore gas
Nigeria,0,Fugitive,Satellite-detected large emitters
Mozambique,0.02,Fugitive,Downstream oil
Congo,1.200000014,Vented,Offshore gas
Uzbekistan,0,Incomplete-flare,Unconventional oil
Philippines,4.140000105,Fugitive,Offshore gas
Canada,519.3999999,Vented,Unconventional gas
Philippines,0.75999999,Incomplete-flare,Onshore conventional oil
Kuwait,0.299999997,Vented,Offshore gas
France,0,Incomplete-flare,Offshore oil
Egypt,37.23000097,Fugitive,Onshore conventional gas
Iraq,0,Fugitive,Offshore oil
Equatorial Guinea,74.89000154,Vented,Offshore oil
Oman,0,Incomplete-flare,Onshore conventional gas
Bolivia,99.21000105,Vented,Onshore conventional gas
OASEAN9,0.600000001,Fugitive,Onshore conventional gas
Uzbekistan,0,Vented,Unconventional gas
Kuwait,0,Incomplete-flare,Offshore gas
Russia,2923.839971,Vented,Onshore conventional oil
Cuba,0,Fugitive,Offshore gas
Italy,0.01,Incomplete-flare,Onshore conventional oil
United Arab Emirates,13.68000019,Fugitive,Offshore gas
Iraq,0,Fugitive,Offshore gas
Japan,0,Fugitive,Unconventional oil
Philippines,0.459999997,Fugitive,Offshore oil
India,2.100000024,Fugitive,Downstream oil
Indonesia,0,Incomplete-flare,Unconventional oil
Kuwait,0.149999999,Fugitive,Downstream oil
Turkmenistan,9.260000229,Fugitive,Onshore conventional oil
Colombia,3.229999959,Fugitive,Offshore gas
Russia,0,Incomplete-flare,Offshore gas
Sudan,0.220000001,Fugitive,Downstream oil
Poland,0,Incomplete-flare,Offshore gas
Italy,10.61000019,Vented,Onshore conventional oil
France,0.01,Fugitive,Onshore conventional gas
Iran,342.6000023,Fugitive,Offshore gas
Libya,0,Incomplete-flare,Offshore gas
Peru,0,Fugitive,Satellite-detected large emitters
South Sudan,0,Fugitive,Offshore oil
Tunisia,11.67999995,Vented,Onshore conventional oil
Qatar,13.07999992,Fugitive,Offshore oil
Trinidad,1.590000033,Incomplete-flare,Onshore conventional oil
Gabon,0,Incomplete-flare,Onshore conventional gas
Denmark,0,Incomplete-flare,Unconventional oil
Saudi Arabia,0,Incomplete-flare,Unconventional oil
Qatar,35.07000011,Vented,Downstream gas
Other,13.8300001,Vented,Offshore gas
Algeria,0,Vented,Unconventional oil
Kuwait,30.73000002,Fugitive,Onshore conventional gas
Trinidad,0,Incomplete-flare,Unconventional gas
Israel,0,Vented,Unconventional oil
Sudan,0,Fugitive,Unconventional gas
Oman,0.290000007,Vented,Offshore gas
Australia,42.75999928,Vented,Offshore oil
Bangladesh,0.39000001,Vented,Downstream oil
New Zealand,0.579999983,Incomplete-flare,Onshore conventional oil
Trinidad,0.850000016,Fugitive,Offshore oil
Peru,2.00999999,Incomplete-flare,Onshore conventional oil
Vietnam,0,Incomplete-flare,Unconventional gas
Ukraine,0,Incomplete-flare,Unconventional oil
Syria,0,Fugitive,Offshore gas
Bahrain,0.09,Vented,Downstream oil
Malaysia,0,Fugitive,Unconventional oil
Venezuela,173.6899967,Fugitive,Onshore conventional gas
Norway,0,Vented,Unconventional oil
Tunisia,0,Fugitive,Satellite-detected large emitters
OEU17,5.19000018,Vented,Onshore conventional gas
Iraq,7.039999723,Fugitive,Satellite-detected large emitters
Bahrain,0,Fugitive,Unconventional oil
Kuwait,0,Vented,Unconventional gas
Bahrain,63.94000049,Vented,Onshore conventional gas
Colombia,27.18000016,Vented,Onshore conventional gas
New Zealand,0,Vented,Unconventional oil
Poland,1.189999998,Fugitive,Unconventional gas
Mexico,24.30999923,Fugitive,Offshore oil
Ukraine,3.100000024,Vented,Offshore gas
Thailand,0,Incomplete-flare,Unconventional oil
India,78.82000133,Vented,Onshore conventional oil
Denmark,0,Fugitive,Onshore conventional gas
Mozambique,0,Fugitive,Unconventional gas
Mozambique,0,Incomplete-flare,Onshore conventional oil
Nigeria,46.89999935,Vented,Downstream gas
Syria,1.570000045,Vented,Downstream oil
ROETE,14.30000021,Vented,Onshore conventional oil
Angola,0.629999969,Vented,Downstream oil
Azerbaijan,28.01000047,Fugitive,Downstream gas
Australia,0,Incomplete-flare,Unconventional gas
India,15.15,Vented,Unconventional gas
Other,0,Vented,Unconventional oil
Qatar,0,Fugitive,Satellite-detected large emitters
Thailand,35.6600008,Vented,Offshore oil
China,34.71000004,Vented,Downstream oil
Pakistan,9.520000458,Incomplete-flare,Onshore conventional oil
Libya,0,Fugitive,Satellite-detected large emitters
Trinidad,36.64999962,Fugitive,Offshore gas
Chad,0,Fugitive,Unconventional gas
Romania,1.810000032,Vented,Offshore gas
Italy,4.690000162,Vented,Offshore gas
Iran,0,Fugitive,Unconventional gas
Ivory Coast,3.199999988,Fugitive,Offshore gas
Poland,0,Incomplete-flare,Unconventional oil
Thailand,0.509999994,Fugitive,Downstream oil
Yemen,0,Fugitive,Offshore gas
Romania,2.499999963,Vented,Offshore oil
Syria,80.82999965,Vented,Onshore conventional oil
OEU7,0.249999994,Fugitive,Onshore conventional oil
Nigeria,29.31000018,Fugitive,Onshore conventional oil
Vietnam,0,Vented,Onshore conventional gas
Oman,0.180000002,Vented,Offshore oil
Azerbaijan,3.130000114,Incomplete-flare,Offshore oil
Thailand,49.71000029,Vented,Offshore gas
Netherlands,0,Incomplete-flare,Unconventional gas
Chad,0,Vented,Onshore conventional gas
Saudi Arabia,117.3399996,Vented,Onshore conventional gas
Ivory Coast,0.459999997,Fugitive,Offshore oil
Malaysia,49.13999987,Fugitive,Offshore gas
Indonesia,50.92000082,Vented,Downstream gas
New Zealand,0,Fugitive,Satellite-detected large emitters
Philippines,0,Vented,Unconventional oil
Bangladesh,0.300000012,Incomplete-flare,Onshore conventional oil
Cuba,0,Incomplete-flare,Offshore gas
Gabon,4.929999888,Fugitive,Onshore conventional oil
Congo,0,Fugitive,Unconventional gas
Libya,3.049999952,Incomplete-flare,Offshore oil
ROETE,0.969999995,Vented,Downstream oil
Angola,0,Incomplete-flare,Unconventional gas
Bangladesh,0,Incomplete-flare,Unconventional gas
Tunisia,0,Incomplete-flare,Onshore conventional gas
Bolivia,0.299999999,Vented,Downstream oil
Canada,0,Incomplete-flare,Offshore oil
OEU17,0,Incomplete-flare,Offshore gas
Malaysia,8.669999838,Fugitive,Offshore oil
Angola,0,Incomplete-flare,Onshore conventional gas
Oman,0.129999997,Fugitive,Offshore gas
Cameroon,1.860000012,Vented,Downstream gas
Cuba,0,Fugitive,Unconventional oil
Sudan,0,Fugitive,Satellite-detected large emitters
Italy,0.650000012,Vented,Offshore oil
Germany,47.32999969,Vented,Downstream gas
Vietnam,0,Vented,Unconventional gas
Chad,0,Fugitive,Offshore gas
Ecuador,0,Incomplete-flare,Onshore conventional gas
Gabon,0,Vented,Unconventional gas
Oman,50.49000025,Fugitive,Onshore conventional gas
Iran,769.0700214,Vented,Offshore gas
Trinidad,0,Fugitive,Unconventional gas
OEU7,0,Incomplete-flare,Unconventional gas
United Kingdom,0,Incomplete-flare,Onshore conventional gas
Tunisia,0,Incomplete-flare,Offshore gas
Malaysia,0,Fugitive,Satellite-detected large emitters
Germany,0.02,Fugitive,Offshore gas
OASEAN9,1.350000007,Vented,Onshore conventional gas
Cameroon,0,Vented,Unconventional gas
Chad,0,Fugitive,Onshore conventional gas
Bolivia,0,Vented,Unconventional gas
Azerbaijan,0,Incomplete-flare,Unconventional oil
Algeria,1.860000052,Vented,Downstream oil
Turkmenistan,0,Vented,Unconventional gas
India,66.70000149,Vented,Offshore oil
Japan,0,Incomplete-flare,Unconventional oil
Australia,16.87999997,Vented,Onshore conventional oil
Iraq,0,Fugitive,Unconventional gas
Romania,0.710000008,Fugitive,Onshore conventional oil
Libya,0,Incomplete-flare,Unconventional gas
Germany,0.180000002,Fugitive,Offshore oil
Norway,0,Incomplete-flare,Unconventional oil
Congo,1.420000032,Fugitive,Onshore conventional gas
Angola,71.33000183,Incomplete-flare,Offshore oil
Chad,0,Fugitive,Downstream oil
Cameroon,1.089999974,Fugitive,Onshore conventional gas
Japan,0,Vented,Unconventional oil
Vietnam,0,Fugitive,Onshore conventional oil
Other,0,Incomplete-flare,Unconventional oil
Algeria,88.92000198,Fugitive,Satellite-detected large emitters
Italy,0.059999999,Fugitive,Offshore oil
United Arab Emirates,51.53999975,Vented,Downstream gas
Mozambique,0,Vented,Unconventional oil
Trinidad,9.309999883,Vented,Offshore oil
Oman,0,Vented,Unconventional oil
Qatar,0,Fugitive,Unconventional oil
France,41.89999866,Fugitive,Downstream gas
Azerbaijan,0.379999995,Incomplete-flare,Onshore conventional oil
Mexico,83.71999985,Vented,Downstream gas
Ivory Coast,0,Fugitive,Unconventional oil
Syria,29.93000004,Vented,Downstream gas
Colombia,14.21999991,Fugitive,Onshore conventional oil
Indonesia,8.079999924,Incomplete-flare,Offshore oil
OASEAN9,0,Incomplete-flare,Unconventional gas
Canada,154.6999998,Vented,Onshore conventional gas
Sudan,0,Vented,Unconventional oil
Libya,0,Fugitive,Unconventional gas
Peru,0,Vented,Unconventional oil
ROETE,31.04999973,Vented,Downstream gas
Turkmenistan,2.129999951,Vented,Downstream oil
OEU17,65.92999914,Vented,Downstream gas
Thailand,2.259999931,Fugitive,Onshore conventional gas
Angola,0,Vented,Offshore gas
Chad,6.130000114,Incomplete-flare,Onshore conventional oil
Kazakhstan,24.76000036,Vented,Downstream gas
United Kingdom,0.169999996,Fugitive,Downstream oil
France,0.01,Fugitive,Unconventional gas
Angola,0.1,Fugitive,Downstream oil
Thailand,4.650000095,Incomplete-flare,Onshore conventional oil
Trinidad,0,Incomplete-flare,Offshore gas
France,2.150000045,Vented,Onshore conventional oil
Equatorial Guinea,0,Fugitive,Satellite-detected large emitters
Sudan,0,Fugitive,Offshore oil
Trinidad,3.029999971,Incomplete-flare,Offshore oil
Sudan,0,Fugitive,Offshore gas
Japan,0,Fugitive,Satellite-detected large emitters
Tunisia,0,Vented,Unconventional gas
OEU17,0.350000001,Vented,Unconventional gas
Nigeria,0,Incomplete-flare,Unconventional oil
Mozambique,0,Incomplete-flare,Unconventional oil
Poland,4.630000114,Fugitive,Onshore conventional gas
United States,1448.179993,Fugitive,Downstream gas
Norway,0.09,Vented,Downstream oil
Argentina,0,Incomplete-flare,Onshore conventional gas
Japan,0,Incomplete-flare,Offshore gas
Israel,0,Vented,Offshore oil
Argentina,117.869997,Vented,Onshore conventional oil
Malaysia,6.670000076,Incomplete-flare,Onshore conventional oil
Mexico,39.55999923,Vented,Onshore conventional gas
Other,17.23999977,Vented,Downstream oil
Mexico,0,Fugitive,Unconventional oil
Germany,0,Fugitive,Satellite-detected large emitters
United Kingdom,11.19999997,Vented,Downstream gas
China,387.8900011,Vented,Downstream gas
Italy,0,Incomplete-flare,Offshore gas
Turkmenistan,1558.389987,Vented,Onshore conventional gas
Trinidad,0,Fugitive,Satellite-detected large emitters
Algeria,728.4900009,Vented,Onshore conventional oil
Ukraine,2.29000001,Vented,Unconventional gas
Japan,0,Incomplete-flare,Offshore oil
Germany,0,Incomplete-flare,Onshore conventional gas
China,5.800000012,Fugitive,Downstream oil
Malaysia,51.68999863,Incomplete-flare,Offshore oil
Cuba,0,Fugitive,Satellite-detected large emitters
New Zealand,0,Incomplete-flare,Unconventional oil
Tunisia,9.480000015,Vented,Downstream gas
Kuwait,0,Incomplete-flare,Unconventional oil
Peru,0,Incomplete-flare,Unconventional oil
Gabon,0,Incomplete-flare,Offshore gas
Libya,59.86999966,Vented,Offshore oil
Peru,0,Incomplete-flare,Offshore gas
Thailand,3.269999981,Incomplete-flare,Offshore oil
Bangladesh,0.249999994,Fugitive,Onshore conventional oil
Syria,0.259999996,Fugitive,Downstream oil
Syria,0,Vented,Unconventional gas
Poland,0,Incomplete-flare,Onshore conventional gas
Australia,0,Fugitive,Satellite-detected large emitters
Qatar,0,Vented,Unconventional gas
United Arab Emirates,0.190000003,Fugitive,Downstream oil
Yemen,0.109999999,Fugitive,Downstream oil
OASEAN9,0,Vented,Unconventional gas
Philippines,0,Fugitive,Onshore conventional oil
Oman,50.44999933,Fugitive,Downstream gas
Poland,0.270000003,Vented,Offshore gas
Thailand,9.910000142,Vented,Onshore conventional oil
Canada,0,Fugitive,Satellite-detected large emitters
Uzbekistan,0,Fugitive,Unconventional oil
Romania,0,Vented,Unconventional gas
Venezuela,0,Vented,Unconventional gas
Yemen,0,Fugitive,Unconventional gas
Italy,0,Incomplete-flare,Unconventional oil
Angola,39.55999923,Vented,Onshore conventional gas
Kazakhstan,142.4999993,Vented,Onshore conventional gas
South Sudan,0,Fugitive,Satellite-detected large emitters
China,372.2300029,Vented,Onshore conventional gas
India,6.740000188,Fugitive,Unconventional gas
Cameroon,0.02,Fugitive,Downstream oil
Italy,0,Fugitive,Satellite-detected large emitters
Syria,0,Vented,Offshore gas
Mozambique,0,Incomplete-flare,Offshore oil
France,0,Vented,Offshore gas
OASEAN9,4.330000073,Vented,Downstream oil
Cuba,0,Incomplete-flare,Unconventional oil
New Zealand,0.239999996,Fugitive,Offshore oil
Congo,0,Vented,Unconventional oil
France,0.320000004,Fugitive,Downstream oil
Mozambique,0,Incomplete-flare,Offshore gas
Mexico,3.949999928,Vented,Downstream oil
OEU17,4.990000039,Vented,Downstream oil
Russia,0,Incomplete-flare,Unconventional gas
Peru,0.25,Incomplete-flare,Offshore oil
Chad,0,Fugitive,Offshore oil
Egypt,5.160000145,Fugitive,Unconventional gas
Venezuela,7.789999902,Vented,Downstream oil
Congo,0.529999997,Fugitive,Offshore gas
Pakistan,0,Incomplete-flare,Unconventional gas
Vietnam,13.09,Vented,Downstream gas
Iran,0,Vented,Unconventional oil
Yemen,0,Vented,Offshore gas
Tunisia,4.969999894,Vented,Offshore gas
Brunei,0.190000003,Fugitive,Onshore conventional gas
Mexico,9.350000143,Fugitive,Onshore conventional oil
